Creation date,Creator,Number of points,P0_x,P0_y,P0_z,P1_x,P1_y,P1_z,P2_x,P2_y,P2_z,P3_x,P3_y,P3_z,P4_x,P4_y,P4_z,P5_x,P5_y,P5_z,P6_x,P6_y,P6_z,P7_x,P7_y,P7_z,P8_x,P8_y,P8_z,P9_x,P9_y,P9_z,P10_x,P10_y,P10_z,P11_x,P11_y,P11_z,P12_x,P12_y,P12_z,P13_x,P13_y,P13_z,P14_x,P14_y,P14_z,P15_x,P15_y,P15_z,P16_x,P16_y,P16_z,P17_x,P17_y,P17_z,P18_x,P18_y,P18_z,P19_x,P19_y,P19_z
2022/07/25,ML-projectJulia,18,0,0,0,-45,0,15,-76.07172,0,15.06933,-100.6554,0,6.557319,-123.9187,0,-2.690623,-147.6982,0,-10.14106,-149.407,0,-33.04969,-148.756,0,-78.04969,-133.756,0,-108.6504,-118.756,0,-153.6504,-103.756,0,-178.2466,-88.75597,0,-198.8239,-73.75597,0,-228.8634,-58.75597,0,-247.0115,-43.75597,0,-256.9499,-28.75597,0,-261.4917,-13.75597,0,-246.659,1.244034,0,-240.6189,0,0,0,0,0,0
2022/07/25,ML-projectJulia,9,0,0,0,-45,0,-3.875609,-66.00734,0,-33.15049,-77.29005,0,-62.68942,-62.29005,0,-103.2477,-47.29005,0,-129.3151,-32.29005,0,-137.5201,-17.29005,0,-156.2025,-2.290054,0,-173.9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,7,0,0,0,-41.11319,0,-8.37901,-56.89671,0,-24.11285,-66.07738,0,-48.88865,-51.07738,0,-73.65995,-36.07738,0,-101.5802,-21.07738,0,-121.9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-45,0,15,-64.93039,0,18.48702,-109.9304,0,18.42851,-127.0995,0,-6.922585,-161.8687,0,-29.79972,-174.3399,0,-66.77003,-159.3399,0,-111.77,-144.3399,0,-152.6054,-129.3399,0,-197.6054,-114.3399,0,-230.8305,-99.33986,0,-267.3438,-84.33986,0,-278.0896,-69.33986,0,-269.7292,-54.33986,0,-268.6475,-39.33986,0,-263.3315,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,15,0,0,0,-45,0,15,-77.01356,0,3.881076,-98.08267,0,-3.341538,-123.7084,0,-22.98564,-141.3814,0,-52.63243,-126.3814,0,-97.63243,-111.3814,0,-141.0946,-96.38144,0,-156.6355,-81.38144,0,-178.4674,-66.38144,0,-191.1338,-51.38144,0,-189.0251,-36.38144,0,-194.0517,-21.38144,0,-196.1791,-6.381439,0,-193.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,9,0,0,0,-33.88174,0,8.814595,-48.24089,0,-2.196013,-67.11802,0,-2.015095,-91.83193,0,-24.49885,-88.62318,0,-58.69251,-73.62318,0,-98.06322,-58.62318,0,-123.636,-43.62318,0,-151.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,11,0,0,0,-45,0,12.83587,-73.43593,0,6.953988,-81.90942,0,-6.701337,-88.16345,0,-25.50186,-123.8892,0,-48.52076,-130.0111,0,-76.33865,-115.0111,0,-120.1387,-100.0111,0,-144.3217,-85.01111,0,-189.3217,-70.01111,0,-204.9449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,8,0,0,0,-45,0,-10.3759,-75.30136,0,-33.68456,-78.19509,0,-63.31437,-63.19509,0,-86.78888,-48.19509,0,-104.0678,-33.19509,0,-122.8221,-18.19509,0,-138.3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,14,0,0,0,-45,0,8.082249,-73.05439,0,-0.7951317,-103.4534,0,-20.4004,-119.6745,0,-36.64515,-119.9781,0,-79.05267,-104.9781,0,-116.6326,-89.97813,0,-151.8798,-74.97813,0,-169.74,-59.97813,0,-177.6392,-44.97813,0,-201.1698,-29.97813,0,-210.8528,-14.97813,0,-220.6543,0.02186584,0,-227.9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-45,0,5.70579,-67.44761,0,-19.4487,-62.72429,0,-62.50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,16,0,0,0,-45,0,15,-90,0,8.195969,-112.425,0,-8.557428,-129.8878,0,-47.41525,-114.8878,0,-80.17513,-99.88785,0,-113.605,-84.88785,0,-148.0132,-69.88785,0,-179.8109,-54.88785,0,-209.531,-39.88785,0,-207.4758,-24.88785,0,-201.3059,-9.887848,0,-213.21,5.112152,0,-215.0249,20.11215,0,-211.2188,35.11215,0,-219.9291,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,19,0,0,0,-45,0,14.08703,-72.474,0,-2.022631,-89.80711,0,-3.924434,-109.9482,0,-14.9234,-123.3827,0,-21.63233,-130.9773,0,-43.64853,-133.8713,0,-70.62569,-129.7986,0,-101.4822,-114.7986,0,-138.7428,-99.79855,0,-168.8329,-84.79855,0,-195.0459,-69.79855,0,-206.2804,-54.79855,0,-227.109,-39.79855,0,-228.5087,-24.79855,0,-237.0968,-9.798553,0,-234.3787,5.201447,0,-226.4288,20.20145,0,-213.9618,0,0,0
2022/07/25,ML-projectJulia,19,0,0,0,-45,0,15,-57.08308,0,4.155978,-87.87579,0,18.24307,-122.1978,0,-22.96694,-131.3408,0,-36.65981,-142.0955,0,-66.07008,-127.0955,0,-97.73396,-112.0955,0,-142.6167,-97.09546,0,-178.7575,-82.09546,0,-207.5471,-67.09546,0,-227.0413,-52.09546,0,-222.4479,-37.09546,0,-211.448,-22.09546,0,-218.1245,-7.095459,0,-232.6077,7.904541,0,-236.0534,22.90454,0,-238.8257,37.90454,0,-237.2565,0,0,0
2022/07/25,ML-projectJulia,6,0,0,0,-45,0,11.70691,-61.29964,0,3.827724,-85.76138,0,-32.73915,-79.45728,0,-60.77632,-64.45728,0,-86.52286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,7,0,0,0,-28.59597,0,5.911145,-61.71165,0,-34.73901,-71.14293,0,-44.65656,-71.70925,0,-71.62477,-56.70925,0,-100.7013,-41.70925,0,-114.9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,3,0,0,0,-34.87548,0,-24.94293,-41.94564,0,-42.17751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,4,0,0,0,-28.25585,0,2.712462,-40.86531,0,-21.31602,-54.51143,0,-64.3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/07/25,ML-projectJulia,19,0,0,0,-45,0,15,-79.46303,0,5.947911,-118.8357,0,7.233641,-158.0658,0,-16.64964,-162.8997,0,-61.64964,-158.1885,0,-103.6504,-143.1885,0,-148.6504,-128.1885,0,-193.6504,-113.1885,0,-199.5734,-98.18854,0,-221.8081,-83.18854,0,-237.845,-68.18854,0,-250.4568,-53.18854,0,-259.6377,-38.18854,0,-286.9676,-23.18854,0,-271.9676,-8.188538,0,-280.8837,6.811462,0,-270.5002,21.81146,0,-270.0791,0,0,0
